deid,subject,final_grade_percent,final_grade_letter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,age,gender
101436,biol,66.417,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103452,biol,80.01573,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9563566,biol,90.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9496935,biol,73.02,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102811,biol,79.02381,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9654093,csci,93.22,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9268080,chem,60.13,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100306,biol,94,A,4,4,3,4,4,3,4,4,5,4,19,Female
12444633,phys,74.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9427471,phys,88.36,B,3,3,3,2,3,3,3,NA,3,3,22,Female
9563556,biol,68.08,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102841,biol,80.94726,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9821559,phys,52.21,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9128760,biol,96.86,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
100845,biol,89.32,B,5,5,5,5,5,NA,5,5,5,5,18,Male
9546451,biol,91.95,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9664258,phys,79.45,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100179,biol,88,B,4,4,3,3,4,3,3,3,4,4,20,Male
103462,biol,92.66639,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9007140,biol,92,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
101410,biol,91.662,A,3,3,3,3,3,3,3,3,4,4,18,Female
102910,biol,84.22526,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9751932,biol,82.45,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
103300,biol,71.00794,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9566795,biol,75.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
103271,biol,96.12139,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9844972,chem,83.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9722269,phys,72.37,C,4,4,3,3,4,4,3,NA,2,3,19,Female
9766499,math,61.58,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9758301,mats,67.05,D,3,3,3,3,3,3,3,NA,3,3,20,Female
9394230,phys,71.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9710654,biol,76.78,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100390,biol,83,B,4,5,5,5,4,5,5,5,5,5,23,Male
9457135,biol,93.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9566449,biol,85.22,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9654567,biol,96.98,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9708489,csci,95.27,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9675537,biol,64.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9721112,biol,91.47,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9568792,phys,86.27,B,4,4,3,4,4,4,4,NA,4,4,20,Male
9605141,math,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9664260,biol,94.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102098,biol,87.85,B,5,4,3,4,3,5,4,3,4,3,19,Female
101264,biol,50,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100521,biol,81.05638,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9728129,biol,81.22,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100407,biol,85,B,4,3,3,4,5,5,4,4,5,5,20,Female
9586739,biol,93.75,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9662281,biol,72.15,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9178160,biol,81.2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9790395,phys,62.19,D,3,3,3,3,3,3,3,NA,3,3,18,Male
9716509,csci,85.54,B,4,3,2,2,3,3,3,NA,4,3,NA,Male
100129,biol,94.4,A,4,4,3,4,4,4,4,4,4,4,25,NA
101057,biol,75,C,3,3,3,3,2,2,3,3,3,3,19,Female
9615603,math,72.13,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9717783,biol,90.59,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9719523,biol,87.04,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9632935,biol,92.43,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9823124,phys,68.15,D,3,3,3,3,3,3,3,NA,3,3,19,Female
103377,biol,84.66637,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9570184,phys,62.42,D,3,3,3,3,3,3,4,NA,3,3,20,Female
102576,biol,90.6,A,2,3,1,2,3,2,2,2,4,4,27,Female
9658997,csci,81.14,B,4,4,4,4,4,4,4,NA,4,4,NA,Male
9679424,biol,84.48,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
8673640,biol,85.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Male
9335911,chen,57.41,F,4,4,3,4,4,3,4,NA,4,4,NA,Male
9789521,phys,NA,NA,3,3,4,4,4,4,4,NA,4,3,18,Male
9825596,math,65.63,D,3,3,3,3,3,3,3,NA,3,3,18,Female
9260217,phys,87.4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100840,biol,96.08,A,4,3,4,4,4,NA,4,4,5,4,18,Male
8862542,biol,79.93,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100330,biol,101,A,5,5,5,5,5,5,5,5,5,5,21,Female
9567914,phys,67.2,D,4,5,4,5,5,5,5,NA,4,5,20,Female
102346,biol,70.4,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9554582,csci,81.62,B,5,5,5,5,5,5,5,NA,5,5,28,Male
9571504,biol,76.81,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
101371,biol,76.877,C,3,4,4,4,3,3,3,4,4,4,22,Female
9860782,chem,69.88,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
100266,biol,97,A,4,4,5,5,5,5,5,5,5,5,20,Female
9778984,phys,84.12,B,3,3,4,3,4,4,3,NA,3,4,18,Female
9821559,phys,52.21,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
8777506,biol,88.31,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Female
9803471,phys,74.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9383812,biol,71.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9776933,biol,55.32,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
8755266,biol,80.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9818662,phys,77.92,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9775063,biol,73.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100550,biol,93.0278,A,4,4,5,4,5,4,5,5,4,4,19,Female
9617788,biol,79.53,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
8975851,biol,90.77,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9832934,biol,88.81,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9566814,biol,85.21,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9586334,biol,74.07,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9830276,chem,73.75,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
101398,biol,96.116,A,4,4,2,3,4,4,3,2,4,3,19,Male
9156022,chem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9483704,biol,74.84,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9791780,phys,49.59,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
102838,biol,87.73061,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100970,biol,83,B,4,4,3,4,5,5,4,3,5,3,20,Male
103281,biol,84.3144,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9805804,biol,87.39,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9294186,biol,70.86,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9174484,biol,88.09,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9568709,phys,50.92,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9691729,math,83.35,B,4,4,3,4,4,4,2,NA,5,5,19,Male
102966,biol,83.4316,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9027592,biol,68.08,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9693334,biol,91.83,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9774886,biol,90.74,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9486037,biol,83.94,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9695743,math,43.4,F,3,3,3,2,4,4,3,NA,3,3,NA,Female
9565545,biol,78.39,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9009149,chen,87.3,B,3,4,4,4,5,5,5,NA,4,5,NA,Male
8990465,biol,65.4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9543265,biol,76.93,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,Male
9319125,biol,91.94,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9626750,biol,87.03,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9690568,phys,77.47,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9198067,biol,68.42,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100549,biol,81.61616,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9183110,phys,89.38,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9802331,chem,87.38,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
8957196,phys,65.42,D,3,4,4,3,3,3,3,NA,3,4,22,Female
8873208,biol,93.52,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9544759,biol,70.37,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9775366,biol,83.25,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102216,biol,64.8,D,3,3,3,3,3,3,3,3,3,3,19,Male
101007,biol,75,C,4,4,4,5,5,5,5,5,5,5,19,Female
9529488,biol,80,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9409681,biol,73.65,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Female
8666807,phys,95.31,A,5,5,5,5,5,5,5,NA,4,5,24,Male
9716840,biol,72.23,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9626784,biol,87.31,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9621337,biol,7.89,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100979,biol,87,B,4,5,5,4,4,5,5,5,5,5,19,Female
100085,biol,96.4,A,4,4,2,3,4,3,4,2,4,3,18,Female
102177,biol,73.26,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9824198,biol,87.8,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102341,biol,84.38,B,4,4,4,4,4,4,3,4,4,4,23,Female
9000929,biol,78.69,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
101223,biol,67,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8636484,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
101328,biol,79.225,C,3,3,2,3,3,3,3,3,4,4,27,Female
101166,biol,85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9826906,biol,92.54,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
103275,biol,93.51964,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
100622,biol,86.3838,B,3,3,4,3,3,4,3,4,4,3,18,Male
102599,biol,93.98,A,4,3,3,2,3,3,3,1,4,3,20,Female
9823816,csci,88.14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100073,biol,89.1,B,4,3,3,4,5,3,3,2,5,3,19,Male
8957196,phys,65.42,D,3,4,4,3,3,3,3,NA,3,4,22,Female
9807182,phys,NA,NA,4,4,3,5,5,5,4,NA,4,4,19,Male
100940,biol,85,B,4,4,2,3,4,4,3,4,4,4,18,Male
9139414,biol,78.04,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9687605,math,64.05,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9503744,biol,81.19,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
NA,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9456625,biol,79.37,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
101995,biol,78.5,C,5,5,4,3,4,4,4,5,5,5,18,Female
102588,biol,92.18,A,4,4,4,3,5,5,5,4,5,5,22,Male
9830222,phys,71.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9640040,csci,82.18,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9575138,phys,54.17,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9598344,phys,82.8,B,3,3,3,4,4,2,4,NA,4,4,20,Female
101324,biol,88.149,B,4,4,4,3,5,3,4,4,5,5,21,Male
101552,biol,92,A,4,3,4,3,3,4,3,4,4,3,20,Female
9354397,phys,63.02,D,5,5,5,5,5,4,4,NA,3,4,20,Female
100672,biol,87.15,B,5,4,5,4,5,NA,3,3,5,5,19,Female
9638291,csci,79.14,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9785106,csci,84.63,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9559251,eeb,73.18,C,4,4,4,4,3,5,4,NA,4,4,19,Male
100810,biol,91.52,A,4,4,4,4,4,NA,4,4,4,4,19,Male
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100691,biol,91.17,A,4,4,4,4,4,NA,4,4,4,4,18,Male
9812853,phys,66.13,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100433,biol,89.42351,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9814091,csci,94.65,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9591371,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9620125,biol,77.05,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
102744,biol,42.57,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9694876,biol,70.41,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
101507,biol,52.253,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8990429,biol,44.51,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
102902,biol,85.80395,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9253854,biol,75.16,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9678973,phys,64.04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
8726750,biol,77.18,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9637672,biol,44.88,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9697896,mats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9737064,biol,83.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9380186,biol,95.66,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9867576,phys,89.14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9679945,phys,68.42,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9180307,biol,86.26,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9606422,phys,50.46,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9317159,biol,88.8,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
100714,biol,84.94,B,4,4,4,4,4,NA,4,4,4,4,21,Female
9595825,biol,98.64,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9644646,chen,68.38,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9721770,phys,86.43,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9862620,phys,73.39,C,3,3,3,3,3,3,3,NA,3,3,18,Male
8464682,biol,84.73,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9712837,biol,95.36,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102292,biol,17.93,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9666544,biol,80.67,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9645769,biol,88.95,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9559291,biol,88.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9665388,biol,86.89,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9678000,mats,75.81,C,4,4,3,3,3,3,4,NA,3,4,19,Male
8345586,mats,65.65,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
102001,biol,76.1,C,3,3,4,3,2,2,3,3,3,4,22,Female
9668803,phys,42.33,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9438641,biol,84.59,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102773,biol,84.71156,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
102711,biol,77.71,C,3,3,2,2,2,2,3,2,2,3,22,Female
9570051,biol,91.6,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102679,biol,94.1,A,5,5,4,5,5,5,5,5,5,5,24,Male
8957196,phys,65.42,D,3,4,4,3,3,3,3,NA,3,4,22,Female
9779566,math,74.03,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100555,biol,85.34011,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100158,biol,93,A,3,3,3,3,3,3,3,3,4,3,30,Male
9617729,nurs,NA,NA,4,3,3,3,4,3,3,NA,4,4,20,Female
9219862,chem,57.96,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100213,biol,72,C,3,4,3,3,3,4,3,2,3,4,19,Male
9324846,biol,74.08,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9608349,phys,38.09,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
101985,biol,81.8,B,4,4,4,4,4,4,4,4,4,4,NA,Female
9854194,math,74.02,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9390357,biol,89.21,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102784,biol,85.31679,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9421110,biol,83.16,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9582767,phys,44.47,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9626007,biol,87.9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9177315,biol,74.11,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Male
9483971,biol,82.06,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9432882,biol,95.21,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100443,biol,91.42933,A,4,4,4,3,4,5,5,3,5,4,19,Female
9489058,biol,93.28,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9561828,biol,90.11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9064928,biol,92.93,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Male
9710018,csci,87.68,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
101429,biol,80.929,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9679222,biol,94.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9736088,biol,77.23,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9534397,phys,89.14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9439442,eeb,83.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102725,biol,90.9,A,4,5,4,4,5,3,4,5,5,5,39,Female
9580366,biol,73.29,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102884,biol,70.61043,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100367,biol,86,B,4,3,4,4,3,4,2,3,3,4,21,Male
9767621,chem,65.63,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9688895,phys,30.63,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9558131,biol,82.67,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9505828,biol,77.57,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9661592,biol,77.27,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
102077,biol,83.79,B,4,3,3,3,4,4,3,3,3,3,19,Male
9638503,csci,88.28,B,3,3,2,4,3,3,2,NA,4,3,NA,Female
9861565,biol,89.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
100222,biol,96,A,3,2,3,3,3,4,4,3,4,3,19,Female
102645,biol,NA,NA,3,3,3,3,3,3,3,3,3,3,NA,Female
9545023,csci,75.02,C,3,3,3,3,2,2,2,NA,2,2,19,Female
103409,biol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
100453,biol,96.10466,A,3,4,3,3,3,3,3,4,3,3,21,Male
100257,biol,82,B,4,4,4,3,3,4,4,4,4,4,19,Female
9770439,biol,77.43,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Female
9727158,math,70.93,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100503,biol,97.65406,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103449,biol,95.10728,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9293870,biol,88.62,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9803641,phys,69.23,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9504838,biol,83.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9502733,chen,75.75,C,4,4,3,3,5,4,5,NA,5,5,NA,Female
9605187,biol,85.01,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9259240,biol,92.36,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9073956,csci,69.24,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9742988,phys,NA,NA,5,4,4,4,5,4,4,NA,4,4,18,Female
102670,biol,92.7,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9559174,biol,80.18,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9556245,biol,86.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9773739,phys,77.58,C,4,3,4,4,3,3,4,NA,3,3,21,Male
9483706,biol,67.2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9288777,phys,74.27,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100783,biol,82.97,B,4,4,3,3,4,NA,4,4,4,4,19,Female
9038481,phys,73.97,C,4,4,5,5,5,5,3,NA,4,4,22,Female
100664,biol,96.20476,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100112,biol,95.1,A,3,2,2,3,3,2,2,3,4,3,19,Female
9415764,math,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9661358,biol,91.75,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102364,biol,NA,NA,4,3,4,5,5,5,5,5,5,5,20,Female
9683716,biol,84.44,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9291472,biol,63.44,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9394230,phys,71.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
101466,biol,58.254,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9811088,chem,74.5,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9333643,biol,78.55,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100379,biol,101,A,3,3,3,3,4,4,4,4,5,4,19,Female
9638949,biol,86.96,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100254,biol,95,A,5,5,5,5,5,5,5,5,5,5,20,Male
9514170,csci,96.28,A,4,4,3,3,4,4,4,NA,4,5,19,Male
9552640,biol,68.68,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9789809,phys,NA,NA,4,3,3,3,4,3,4,NA,5,4,19,Male
9532615,biol,92.02,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
8726750,biol,77.18,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9577185,csci,95.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9804178,biol,93.79,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9461934,biol,85.91,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
